CustomerKey,Gender,Name,City,State,Zip Code,Country,Continent,Birthday
347240,Female,Jeanette John,Brampton,Ontario,L6W 1Z2,Canada,North America,1957-02-16
347394,Female,Vita Godwin,Sidney,British Columbia,V8L 1X3,Canada,North America,1982-01-23
347499,Male,Waldo King,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1945-08-16
347864,Female,Diana Lively,Hope,British Columbia,V0X 1L0,Canada,North America,1957-02-25
347907,Male,Emil McNeil,Surrey,British Columbia,V3S 4C4,Canada,North America,1945-06-10
347982,Female,Renee Campfield,Calgary,Alberta,T2V 2W2,Canada,North America,1997-03-28
348102,Male,Eduardo Wilson,Belleville,Ontario,K8N 1L9,Canada,North America,1963-12-18
348248,Male,Karl Martin,Toronto,Ontario,M5H 1P6,Canada,North America,1944-08-16
348440,Female,Sixta Perkins,Calgary,Alberta,T2V 2W2,Canada,North America,1949-08-14
348521,Male,Robert Kramer,Kentville,Nova Scotia,B4N 1K6,Canada,North America,1994-03-10
348548,Male,John Marshall,Trail,British Columbia,V1R 3W5,Canada,North America,1942-12-16
348767,Female,Irene Bergstrom,Quebec,Quebec,G1E 2L3,Canada,North America,1957-05-26
348917,Female,Heather Hayes,Vancouver,British Columbia,V6B 1E1,Canada,North America,1970-01-19
349037,Male,Antonio Ortega,Ottawa,Ontario,K1P 5M7,Canada,North America,1981-06-13
349086,Male,Roy Jackson,Toronto,Ontario,M3H 4J1,Canada,North America,1974-09-25
349155,Female,Melissa Colton,Chicoutimi,Quebec,G7H 4N3,Canada,North America,1989-04-28
349322,Female,Linda Baker,Burnaby,British Columbia,V5G 4W7,Canada,North America,1961-08-22
349364,Male,Christopher Avina,Toronto,Ontario,M4W 1J7,Canada,North America,1965-02-08
349379,Male,Jack Rickard,Vancouver,British Columbia,V5R 2T4,Canada,North America,1938-02-15
349653,Male,John Kennedy,Port Hawkesbury,Nova Scotia,B9A 2H5,Canada,North America,1948-08-15
349665,Male,Jason Crosby,Blezard Valley,Ontario,P0M 1E0,Canada,North America,1970-12-27
349815,Female,Louise Foxwell,Regina,Saskatchewan,S4P 3Z8,Canada,North America,2002-01-06
350095,Male,Pedro Jones,Antigonish,Nova Scotia,B2G 2K8,Canada,North America,1971-10-25
350141,Female,Rosie Dahmen,Quebec,Quebec,G1E 2L3,Canada,North America,1976-06-06
350201,Male,Richard Wagner,New Westminster,British Columbia,V3L 3C1,Canada,North America,1954-07-12
350496,Male,George Watson,Whitefish,Ontario,P0M 3E0,Canada,North America,1983-07-28
350587,Male,Thomas Irvine,Toronto,Ontario,M5J 2N8,Canada,North America,1938-09-23
350588,Female,Melissa Savage,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1964-11-22
350710,Female,Delois Thompson,Calgary,Alberta,T2P 0H3,Canada,North America,1971-09-28
350853,Male,Matthew Camarillo,Toronto,Ontario,M3B 2W6,Canada,North America,1945-11-26
350943,Male,Michael Dennis,Surrey,British Columbia,V3W 4N6,Canada,North America,1973-01-06
350949,Female,Cora Scott,Brockville,Ontario,K6V 4X4,Canada,North America,1989-01-03
350979,Female,Barbara King,Gibsons,British Columbia,V0N 1V0,Canada,North America,1990-02-01
351068,Female,Kali Falbo,Ottawa,Ontario,K1Z 7B5,Canada,North America,1939-11-19
351202,Female,Kristy Patterson,Quebec,Quebec,G1R 5B2,Canada,North America,1985-09-24
351396,Female,Patricia Anthony,Kensington,Prince Edward Island,C0B 1M0,Canada,North America,1978-08-14
351430,Female,Mai Stevenson,Bourget,Ontario,K0A 1E0,Canada,North America,1987-11-24
351613,Male,Alan Perry,Calgary,Alberta,T2V 2W2,Canada,North America,1999-10-06
351623,Female,Charlene Posey,Lethbridge,Alberta,T1T 1T1,Canada,North America,1972-06-21
351665,Male,Wilbert Miller,Edmonton,Alberta,T5J 0K7,Canada,North America,1952-08-09
351747,Female,Irene Lee,Toronto,Ontario,M4W 1J7,Canada,North America,1986-11-05
351758,Male,Robert Winters,Montreal,Quebec,H3C 5K4,Canada,North America,1958-08-27
351879,Female,Hanna Stewart,Victoria,British Columbia,V8W 2H9,Canada,North America,1954-03-02
351994,Male,Oliver Deane,John D'or Prairie,Alberta,T0H 1N0,Canada,North America,1959-07-03
352043,Female,Melissa White,Regina,Saskatchewan,S4P 3Z8,Canada,North America,1973-12-02
352106,Female,Luz Campbell,Kamloops,British Columbia,V2C 1Y1,Canada,North America,1936-02-24
352235,Female,Ruth Gay,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1940-08-15
352272,Male,William Franks,Port Mouton,Nova Scotia,B0T 1T0,Canada,North America,1985-03-03
352596,Female,Michelle Campbell,Provost,Alberta,T0B 3S0,Canada,North America,1945-12-25
352719,Male,Austin Paras,Digby,Nova Scotia,B0V 1A0,Canada,North America,1950-07-09
352850,Male,Michael Payne,Centralia,Ontario,N0M 1K0,Canada,North America,1947-01-22
352933,Female,Eleanor Lane,Killam,Alberta,T0B 2L0,Canada,North America,1947-05-10
353240,Male,Jessie Seymour,Sherwood Park,Alberta,T8A 1V6,Canada,North America,1963-05-02
353313,Female,Margie Adelson,Stirling,Ontario,K0K 3E0,Canada,North America,1958-06-08
353352,Male,Armando Mathias,Toronto,Ontario,M5T 1T4,Canada,North America,1976-07-24
353444,Male,Craig Wasson,Vancouver,British Columbia,S4P 3Y2,Canada,North America,1990-08-23
353597,Male,James Fraise,TOTTENHAM,Ontario,L0G 1W0,Canada,North America,1972-12-08
353741,Male,James Kratz,Orangeville,Ontario,L9W 1H7,Canada,North America,1936-07-18
353750,Male,Wayne Leong,Kitchener,Ontario,N2L 3V2,Canada,North America,1979-08-15
353909,Male,Henry Young,Vancouver,British Columbia,V6B 3K9,Canada,North America,1946-09-17
353918,Male,Patrick Elmore,Calgary,Alberta,T2V 2W2,Canada,North America,1977-06-13
354010,Female,Rebecca Gibbs,Bragg Creek,Alberta,T0L 0K0,Canada,North America,1972-03-22
354096,Female,Pearl Norris,Calgary,Alberta,T2T 2Y6,Canada,North America,1941-02-18
354108,Male,Ronnie Sherlock,Edmonton,Alberta,T5J 2R4,Canada,North America,1992-07-04
354142,Male,Jordan Hill,Toronto,Ontario,M3H 4J1,Canada,North America,1995-01-22
354187,Male,Larry Mertens,Montreal,Quebec,H3B 4W8,Canada,North America,1936-11-27
354272,Male,Derrick Kleckner,Foleyet,Ontario,P0M 1T0,Canada,North America,1950-09-04
354278,Female,Louise Marshall,St Sebastien De Frontenac,Quebec,G0Y 1M0,Canada,North America,1987-01-16
354352,Male,Roger Jones,Kenosee Lake,Saskatchewan,S4P 3Y2,Canada,North America,1981-05-10
354485,Male,Kevin Rodriguez,Quebec,Quebec,G1V 3V5,Canada,North America,1957-01-13
354518,Male,Nathan Bettis,Toronto,Ontario,M5J 2N1,Canada,North America,1939-07-04
355102,Female,Sandra Ambriz,Toronto,Ontario,M9V 2X5,Canada,North America,1964-03-02
355288,Female,Veronica Banks,Vancouver,British Columbia,V5R 2T4,Canada,North America,1956-01-04
355295,Female,Vera Smith,Sayward,British Columbia,V0P 1R0,Canada,North America,1995-02-07
355513,Female,Elaine Sparks,Arviat,Nunavut,X0C 0E0,Canada,North America,1980-01-28
355542,Male,Robert Vickers,Calgary,Alberta,T2P 1M6,Canada,North America,1956-09-02
355632,Female,Stephanie Warren,Vancouver,British Columbia,V6B 3K9,Canada,North America,1963-03-07
356049,Female,Lakisha Neil,Grassland,Alberta,T0A 1V0,Canada,North America,1948-10-12
356070,Male,Elias Ponce,Ottawa,Ontario,K1L 6C7,Canada,North America,1996-11-05
356191,Female,Sheila Shields,Sidney,British Columbia,V8L 1X3,Canada,North America,1957-02-05
356576,Male,Ralph McGlone,Fort Mcmurray,Alberta,T9H 3J9,Canada,North America,1950-05-05
356618,Male,David Toler,London,Ontario,N0N 0N0,Canada,North America,1943-08-10
356660,Male,Ed Barry,Canmore,Alberta,T0L 0M0,Canada,North America,1987-01-04
356810,Female,Paige Dickerson,Toronto,Ontario,M4W 1J7,Canada,North America,2001-07-12
356838,Female,Christina Williamson,London,Ontario,N6E 1A9,Canada,North America,1987-10-06
356908,Female,Diane Nieves,Toronto,Ontario,M5J 2N1,Canada,North America,1938-07-12
356963,Male,Howard Schram,Tilbury,Ontario,N0P 2L0,Canada,North America,1998-08-04
357041,Male,Kenneth Katz,Toronto,Ontario,M4W 1J7,Canada,North America,1980-12-09
357165,Female,Peggy Rodriguez,Lanark,Ontario,K0G 1K0,Canada,North America,1938-05-15
357376,Female,Adriana Riley,London,Ontario,N6B 3L5,Canada,North America,1997-01-27
357409,Female,Octavia Terrell,Windsor,Ontario,N9A 1H9,Canada,North America,1961-06-13
357410,Male,Francis Whiteman,Toronto,Ontario,M4A 2M5,Canada,North America,1983-07-17
357541,Female,Judith Turner,Prince George,British Columbia,V2N 2S6,Canada,North America,1952-06-18
357592,Male,Ivan Wise,Belleterre,Quebec,J0Z 1L0,Canada,North America,2001-05-17
357825,Female,Darlene Evans,Aberdeen,Saskatchewan,S4P 3Y2,Canada,North America,1945-08-17
357853,Female,Felisa Hopps,Hauterive,Quebec,G5C 1M1,Canada,North America,1959-01-21
357970,Male,Jose Thomas,Toronto,Ontario,M2N 2G8,Canada,North America,1971-01-03
357973,Female,Cheryl Maxwell,Surrey,British Columbia,V3T 4Y5,Canada,North America,1937-01-22
358149,Female,Shirley Braley,Hamilton,Ontario,L8R 1H8,Canada,North America,1944-10-25
358229,Male,Brian Jones,Quebec,Quebec,G1R 1B8,Canada,North America,1938-04-11
358489,Female,Nilda Pickens,Victoria,British Columbia,V8W 2H9,Canada,North America,1969-07-04
358604,Male,Lawrence Bothwell,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1965-08-04
358635,Male,Gregory Pons,Campbell River,British Columbia,V9W 2C9,Canada,North America,1962-05-11
358637,Male,Jason Reed,Sudbury,Ontario,P3E 5K3,Canada,North America,1955-04-08
358665,Female,Nancy Jackson,Quebec,Quebec,G1V 3V5,Canada,North America,1941-02-05
358749,Female,Mary Howe,Kelowna,British Columbia,V1Y 8H2,Canada,North America,1952-02-17
358861,Male,Clifford Marshall,Arnprior,Ontario,K7S 2R5,Canada,North America,1959-10-20
358880,Male,Sylvester Muncy,Kirkfield,Ontario,K0M 2B0,Canada,North America,1938-04-27
359037,Male,Calvin Walker,Calgary,Alberta,T2M 0X4,Canada,North America,1988-03-14
359297,Female,Courtney Menard,La Pocatiere,Quebec,G0R 1Z0,Canada,North America,1998-05-07
359409,Female,Diana Richardson,Chicoutimi,Quebec,G7H 4N3,Canada,North America,1992-10-19
359587,Male,Kurt Manning,Oshawa,Ontario,L1H 7K5,Canada,North America,1957-10-15
360001,Male,Roman Humphrey,Vancouver,British Columbia,V6B 3K9,Canada,North America,1952-02-06
360241,Male,Colin Rollin,Toronto,Ontario,M5H 1P6,Canada,North America,1949-04-03
360378,Male,Vincent Matus,Montreal,Quebec,H3C 5K4,Canada,North America,1979-02-11
360610,Male,Edward Gutierrez,Montreal,Quebec,H4A 1H3,Canada,North America,1937-01-31
360795,Male,Mark Hoffman,Faro,Yukon,Y0B 1K0,Canada,North America,1994-11-30
360894,Male,Ronald Gothard,London,Ontario,N6A 3M9,Canada,North America,1975-02-24
361214,Female,Hilda Kuykendall,Calgary,Alberta,T2A 1C8,Canada,North America,1958-01-02
361237,Male,Christopher Sanders,Calgary,Alberta,T2J 0N5,Canada,North America,1962-03-09
361450,Female,Cheri Lunceford,Victoria,British Columbia,V8W 2H9,Canada,North America,1983-06-17
361691,Female,Tina Hall,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1988-01-02
361945,Male,Charles Hutchison,Calgary,Alberta,T2P 0W4,Canada,North America,1991-02-26
362027,Male,Carl Jones,Cumberland,British Columbia,V0R 1S0,Canada,North America,1980-05-25
362095,Female,Debra Pratt,Toronto,Ontario,M1E 3T8,Canada,North America,1968-07-23
362120,Female,Katherine Petty,Nanaimo,British Columbia,V9R 5H9,Canada,North America,1973-07-13
362234,Female,Audrey Felice,Terrace,British Columbia,V8G 1S2,Canada,North America,1976-03-25
362263,Male,Mario Ellis,Montreal,Quebec,H3C 5K4,Canada,North America,1952-11-16
362479,Female,Angela Alexander,St Leonard D'aston,Quebec,J0C 1M0,Canada,North America,1994-04-06
362960,Female,Brittany Visser,Houston,British Columbia,V0J 1Z0,Canada,North America,1941-10-04
362993,Male,Leo Schaal,Prince George,British Columbia,V2L 5E5,Canada,North America,1938-06-16
363382,Male,Shane Landry,Toronto,Ontario,M5J 2N1,Canada,North America,1964-09-20
363462,Male,Robert Kirwin,Notre Dame De La Paix,Quebec,J0V 1P0,Canada,North America,1941-03-14
363524,Male,Clifton Dortch,Elgin,Ontario,K0G 1E0,Canada,North America,1993-03-12
363584,Female,Mandy Serna,Richmond,British Columbia,V7E 2E4,Canada,North America,1977-06-08
363712,Male,Terry Maze,St Laurent,Quebec,H4S 1H3,Canada,North America,1981-10-19
363872,Female,Sylvia Crabtree,Montreal,Quebec,H4A 1H3,Canada,North America,1988-10-22
363898,Male,Hassan Turner,Etobicoke,Ontario,M9W 1K7,Canada,North America,1956-08-09
364612,Female,Dorothy Collins,Mactier,Ontario,P0C 1H0,Canada,North America,1937-11-14
364626,Male,Daniel Mabry,Windsor,Ontario,N8T 3H5,Canada,North America,1957-08-23
364677,Female,Doris Duncan,Red Deer,Alberta,T4N 2A6,Canada,North America,1944-06-08
364718,Female,Viola Albers,Montreal,Quebec,H3C 5K4,Canada,North America,1968-02-25
364812,Female,Anne Ervin,Fulford Harbour,British Columbia,V0S 1C0,Canada,North America,2000-01-03
364820,Male,Robert Newsome,Fond Du Lac,Saskatchewan,S4P 3Y2,Canada,North America,1988-04-21
364852,Female,Ruth Leslie,Calgary,Alberta,T2A 1C8,Canada,North America,1953-12-01
365088,Male,Richie Bush,Leamington,Ontario,N8H 3B1,Canada,North America,1979-08-09
365200,Female,Jennifer Gore,Regina,Saskatchewan,S4S 2R3,Canada,North America,1948-06-16
365565,Male,Guy Musser,London,Ontario,N0N 0N0,Canada,North America,1980-11-30
365593,Male,Wesley Currie,Lansdowne,Ontario,K0E 1L0,Canada,North America,1976-07-22
365703,Female,Fran Staton,Montreal,Quebec,H2X 1Y8,Canada,North America,1955-03-03
365906,Female,Wilma Judy,Windsor,Ontario,N9A 1H9,Canada,North America,1964-08-30
365927,Female,Lisa Saunders,Owen Sound,Ontario,N4K 2N7,Canada,North America,1966-09-19
365953,Female,Wendy Miller,Toronto,Ontario,M5H 1P6,Canada,North America,1968-03-27
366019,Female,Ruth Barnes,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1957-12-27
366123,Male,Joseph Rockey,Renfrew,Ontario,K7V 1T5,Canada,North America,1945-05-30
366153,Female,Evelyn Hernandez,Avonlea,Saskatchewan,S4P 3Y2,Canada,North America,1975-01-09
366250,Male,Robert Weiss,Kanata,Ontario,K2K 1L9,Canada,North America,1949-11-08
366365,Male,Scott Knox,Decker Lake,British Columbia,V0J 1E0,Canada,North America,1991-09-12
366380,Male,John Marson,Toronto,Ontario,M5T 1T4,Canada,North America,1964-01-08
366500,Female,Victoria Ortiz,Kitscoty,Alberta,T0B 2P0,Canada,North America,1943-09-12
366774,Male,Jacob Scott,Calgary,Alberta,T2V 2W2,Canada,North America,1968-09-29
366856,Male,Peter South,Lethbridge,Alberta,T1J 2J7,Canada,North America,1970-11-06
366908,Female,Betty Salerno,Montreal,Quebec,H3C 3X6,Canada,North America,1989-09-18
367004,Male,Billy Winston,Toronto,Ontario,M1E 3T8,Canada,North America,1941-12-14
367131,Female,Heather Henderson,Belleville,Ontario,K8N 4Z5,Canada,North America,1941-01-20
367191,Male,Ralph Dye,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1959-12-09
367214,Male,Isaac Hund,Guelph,Ontario,N1G 153,Canada,North America,1945-11-29
367215,Female,Harriet Evans,Woodstock,Ontario,N4S 6J6,Canada,North America,1948-11-25
367332,Female,Mary Washington,Notre Dame Des Laurentides,Quebec,J2N 1X1,Canada,North America,1981-11-21
367414,Male,Charles Slye,Montreal,Quebec,H3B 2M3,Canada,North America,1972-11-26
367715,Female,Anne Stephens,Bonaventure,Quebec,G0C 1E0,Canada,North America,1954-01-24
367753,Male,Scott Fennell,Montreal,Quebec,H4N 3C5,Canada,North America,1958-02-01
367824,Female,Shelly Pitchford,Edmonton,Alberta,T6H 1J5,Canada,North America,1994-01-25
367880,Male,Anthony Kelly,Belleville,Ontario,K8N 1L9,Canada,North America,1983-08-30
368115,Female,Wanita Woods,Port Franks,Ontario,N0M 2L0,Canada,North America,2000-07-18
368181,Female,Ada Smith,Toronto,Ontario,M1L 3K7,Canada,North America,1992-07-03
368190,Female,Irma Trujillo,Rosalind,Alberta,T0B 3Y0,Canada,North America,1975-01-14
368277,Male,Michael Bradley,Vancouver,British Columbia,V6B 6L8,Canada,North America,1936-07-31
368295,Female,Margarita Mayle,Riviere Du Loup,Quebec,G5R 3E9,Canada,North America,1953-04-10
368405,Male,Jack Hilburn,Vancouver,British Columbia,V6B 5A1,Canada,North America,1986-04-25
368445,Female,Aida Martin,Drummondville,Quebec,J2C 1K9,Canada,North America,1950-07-15
368584,Female,Grace Dodds,Rimouski,Quebec,G5L 5J1,Canada,North America,1978-02-20
368610,Female,Monica Fish,Montreal,Quebec,H3C 5K4,Canada,North America,1999-06-17
368827,Female,Catherine Pipkin,Toronto,Ontario,M2J 3T7,Canada,North America,1982-05-22
368957,Male,Timothy Dickens,Gibsons,British Columbia,V0N 1V0,Canada,North America,1976-04-05
369446,Female,Barbara Denniston,Calgary,Alberta,T2P 4L4,Canada,North America,1995-05-31
369604,Male,Claude Brown,Malartic,Quebec,J0Y 1Z0,Canada,North America,1949-06-10
369814,Female,Linda Jones,Longueuil,Quebec,J4H 1M3,Canada,North America,1970-10-19
369858,Male,Willie Jackson,Inuvik,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10
370019,Male,James Bailey,Ottawa,Ontario,K1Z 7B5,Canada,North America,1992-04-07
370077,Female,Carlota Etzel,Sainte-Gertrude,Quebec,G0X 2S0,Canada,North America,1971-02-02
370149,Female,Hazel Hobart,New Westminster,British Columbia,V3L 5H1,Canada,North America,1935-02-13
370810,Female,Ruby Turner,Toronto,Ontario,M4W 1J7,Canada,North America,1953-02-08
370811,Male,Richard Mazzarella,Vancouver,British Columbia,V6B 3K9,Canada,North America,1993-05-28
370829,Male,Roy Horne,Didsbury,Alberta,T0M 0W0,Canada,North America,1975-09-06
370964,Male,Freeman Gaither,Lavaltrie,Quebec,J0K 1H0,Canada,North America,1955-02-02
371426,Male,Samuel Berry,Caledon East,Ontario,L0N 1E0,Canada,North America,1940-11-28
371459,Female,Eleanor Hartley,Malton,Ontario,L4T 1A8,Canada,North America,1977-11-16
371706,Male,Peter Schaper,Edmonton,Alberta,T5J 2R4,Canada,North America,1949-09-30
372075,Male,Robert Gulley,Unionville,Ontario,L3R 0L7,Canada,North America,1954-11-15
372299,Female,Kathryn Watkins,Preston,Ontario,N3H 3M9,Canada,North America,1992-08-20
372304,Male,William Taylor,Trail,British Columbia,V1R 3W5,Canada,North America,1977-04-03
372379,Male,Edward Murray,Paris,Ontario,N3L 1K7,Canada,North America,1958-05-23
372476,Male,Jose Taranto,Mayne Island,British Columbia,V0N 2J0,Canada,North America,1968-06-07
372516,Male,James Billings,Toronto,Ontario,M5J 2N1,Canada,North America,1945-02-12
372525,Male,Howard Shepherd,Strongfield,Saskatchewan,S4P 3Y2,Canada,North America,1952-06-09
372672,Male,Leo Goyette,Montreal,Quebec,H3B 2M3,Canada,North America,1958-10-22
372694,Male,Douglas Stockard,STAVELY,Alberta,T0L 1Z0,Canada,North America,1997-08-04
373120,Male,Richard Wilson,KINGSTON,Ontario,K7L 1C2,Canada,North America,1954-03-11
373334,Male,Alexander Jennings,Montreal,Quebec,H3C 5K4,Canada,North America,1947-08-11
373683,Male,Steven Roberson,Campbell River,British Columbia,V9W 2L9,Canada,North America,1994-01-17
373738,Male,Joseph Davis,Sudbury,Ontario,P3E 5B2,Canada,North America,1948-04-10
373746,Female,Megan Roundy,Chicoutimi,Quebec,G7G 2S4,Canada,North America,1991-06-22
373815,Male,Michael Hall,Beaver Creek,Yukon,Y0B 1A0,Canada,North America,1994-11-11
373822,Female,Kim Braun,St Laurent,Quebec,H4S 1H3,Canada,North America,1956-05-16
373938,Male,Stephen Sterling,Temagami,Ontario,P0H 2H0,Canada,North America,1951-11-07
374045,Female,Diane Gilmore,Montreal,Quebec,H3C 5K4,Canada,North America,1939-12-14
374192,Female,Sheryl Rickard,Hughenden,Alberta,T0B 2E0,Canada,North America,1945-08-24
374235,Female,Elia Garcia,Peace River,Alberta,T8S 1V9,Canada,North America,1993-05-08
374242,Female,Carol Abraham,Hull,Quebec,S4P 3Y2,Canada,North America,1951-02-18
374334,Male,John Baker,Innisfree,Alberta,T0B 2G0,Canada,North America,1986-09-05
374580,Female,Lucila Hession,Toronto,Ontario,M1S 1T4,Canada,North America,1990-09-09
374720,Female,Dawn Nino,Toronto,Ontario,M5H 1P6,Canada,North America,1935-08-07
374823,Male,Robert Lineberger,Toronto,Ontario,M1S 1T4,Canada,North America,2001-08-28
375225,Male,Joseph Morales,Vancouver,British Columbia,V6B 3K9,Canada,North America,1945-11-15
375359,Male,Mark Cox,Port Colborne,Ontario,L3K 3M2,Canada,North America,1952-06-05
375376,Male,Maynard Hazelwood,Hamilton,Ontario,L8P 1P8,Canada,North America,1950-07-08
375384,Female,Nina Machado,Toronto,Ontario,M1S 1T4,Canada,North America,1987-10-18
375538,Male,Edgar Williams,Ottawa,Ontario,K2P 0K1,Canada,North America,1951-09-07
375770,Male,John Elswick,Windsor,Ontario,N9A 1H9,Canada,North America,1988-10-29
376019,Female,Lisa Parkes,Windsor,Ontario,N9A 1H9,Canada,North America,1964-01-21
376037,Female,Donna Holbrook,Lambeth,Ontario,N0L 1S2,Canada,North America,1969-11-04
376053,Female,Helen Dobos,Winnipeg,Manitoba,R3C 0C4,Canada,North America,1984-01-15
376607,Female,Monnie Terry,Grande Prairie,Alberta,T8V 0S1,Canada,North America,1955-08-07
376862,Female,Christina Conger,Toronto,Ontario,M9N 1G4,Canada,North America,1959-12-03
376933,Female,Stephanie Nolan,Grande Cache,Alberta,T0E 0Y0,Canada,North America,1951-09-21
376965,Male,Thomas Summers,Victoria,British Columbia,V8R 5A7,Canada,North America,1972-05-25
376977,Male,William Schmidt,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1971-09-08
377340,Male,Donald Williams,Estevan,Saskatchewan,S4A 0W6,Canada,North America,1974-08-29
377487,Male,Francisco Alexander,Cornwall,Ontario,K6J 3P7,Canada,North America,1960-02-01
377521,Male,Steve Lowe,Jasper,Alberta,T0E 1E0,Canada,North America,1987-04-01
377690,Male,John Rodriguez,Montreal,Quebec,H3B 4W8,Canada,North America,1936-05-06
377745,Male,Nicholas Nall,St Gedeon De Beauce,Quebec,G0M 1T0,Canada,North America,1969-03-26
377854,Male,Clarence Bell,Toronto,Ontario,M5T 1T4,Canada,North America,1969-10-04
378008,Male,Noel Nanney,Brampton,Ontario,L6W 1Z2,Canada,North America,1952-01-23
378023,Female,Holly Tait,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1935-03-05
378059,Male,Robert Lewis,Vancouver,British Columbia,V6B 3K9,Canada,North America,1977-09-03
378064,Female,Sandra Britton,Edmonton,Alberta,T5J 2R4,Canada,North America,1940-03-08
378117,Female,Rita Butler,Chicoutimi,Quebec,G7H 5G3,Canada,North America,1974-03-17
378411,Male,Derrick Davenport,Shawinigan,Quebec,G9N 3B6,Canada,North America,1967-03-08
378574,Female,Sol Barron,Giscome,British Columbia,V0J 3C0,Canada,North America,1981-02-03
378610,Male,Douglas Davis,Winnipeg,Manitoba,R3B 3K6,Canada,North America,1953-12-04
378751,Female,Stephanie Mills,Montreal,Quebec,H3C 5K4,Canada,North America,1976-03-10
378833,Female,April Sato,Oakville,Ontario,L6L 2X5,Canada,North America,1941-05-29
379002,Male,Joshua George,Montreal,Quebec,H3C 3X6,Canada,North America,1959-05-27
379021,Male,Nicholas McCrae,Montreal,Quebec,H3C 5K4,Canada,North America,1941-12-11
379142,Male,Charles Morrissey,Halifax,Nova Scotia,B3K 1N7,Canada,North America,1993-09-24
379536,Male,Coleman Smith,Thorhild,Alberta,T0A 3J0,Canada,North America,1978-04-01
379770,Male,Louis Stringfellow,Calgary,Alberta,T2N 2A7,Canada,North America,1969-08-04
379953,Male,Shaun Tillman,Grande Prairie,Alberta,T1V 1N2,Canada,North America,1999-07-01
380032,Female,Christina Freeman,Toronto,Ontario,M5T 1T4,Canada,North America,1967-07-15
380256,Male,Rodney Prince,Rosetown,Saskatchewan,S7K 1W8,Canada,North America,1981-12-05
380313,Male,Kevin Peter,Vancouver,British Columbia,V6C 1B4,Canada,North America,1972-03-26
380462,Female,Doris Orr,Coe Hill,Ontario,K0L 1P0,Canada,North America,1974-05-06
380675,Female,Lee Neeley,Foam Lake,Saskatchewan,S4P 3Y2,Canada,North America,1967-08-22
380891,Male,David Burgess,Rock Creek,British Columbia,V0H 1Y0,Canada,North America,1976-09-11
380931,Male,William Post,Toronto,Ontario,M2J 3T7,Canada,North America,1956-01-30
381061,Male,Amos Dill,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1971-01-10
381140,Female,Merle Sutton,Toronto,Ontario,M4P 1E4,Canada,North America,1962-02-08
381188,Male,Albert Hood,Mayo,Yukon,Y0B 1M0,Canada,North America,1963-10-24
381223,Female,Amy Cribbs,Slave Lake,Alberta,T0G 2A2,Canada,North America,1936-07-26
381230,Male,William Brown,Prince Albert,Saskatchewan,S6V 5R4,Canada,North America,1939-10-24
381255,Female,Vikki Heskett,Sault Ste Marie,Ontario,P6A 1Z2,Canada,North America,2000-02-10
381459,Male,Patrick Foley,Richmond Hill,Ontario,L4C 3Y2,Canada,North America,1973-02-18
381656,Female,Marie Lewis,Fort Saskatchewan,Alberta,T8L 2H4,Canada,North America,1935-03-09
381830,Male,David Franklin,Edmonton,Alberta,T2P 3Z3,Canada,North America,1959-06-04
381991,Female,Helen Sonnier,Montreal,Quebec,H3B 4W8,Canada,North America,1999-10-03
382089,Female,Adele Beatty,St Sebastien De Frontenac,Quebec,G0Y 1M0,Canada,North America,1963-01-02
382095,Female,Sarah Riser,Sidney,British Columbia,V8L 1X3,Canada,North America,1948-07-26
382178,Male,Troy Ruch,Halifax,Nova Scotia,B3K 5M1,Canada,North America,1935-08-17
382291,Female,Heidi Exum,Montreal,Quebec,H3C 5K4,Canada,North America,1960-09-22
382347,Female,Mary Monroe,Woodbridge,Ontario,L0L 0L0,Canada,North America,1964-04-10
382379,Male,Michael Miller,Toronto,Ontario,M5J 2R8,Canada,North America,2000-09-29
382489,Female,Barbara Baker,Vidir,Manitoba,R3C 3V6,Canada,North America,1953-09-26
382538,Female,Michele Ortega,Toronto,Ontario,M3B 2W6,Canada,North America,1935-11-25
382539,Female,Mayra Bramble,Brampton,Ontario,L6T 3W9,Canada,North America,1992-01-20
382565,Male,Stephen Matthews,Dillon,Saskatchewan,S4P 3Y2,Canada,North America,1963-05-01
382843,Male,Harold Chang,Malton,Ontario,L4T 1A8,Canada,North America,1964-02-12
382932,Male,Michael French,Toronto,Ontario,M1E 3T8,Canada,North America,1950-12-27
382960,Female,Velia Phillips,Winnipeg,Manitoba,R3B 3K6,Canada,North America,2000-12-10
383007,Female,Michelle Lafountain,Ottawa,Ontario,K2H 5B6,Canada,North America,1982-12-16
383111,Male,Ross Steadham,Ellerslie,Prince Edward Island,C0B 1J0,Canada,North America,1991-05-04
383155,Male,Chris Hawkins,Blackstock,Ontario,L0B 1B0,Canada,North America,1956-04-26
